sequenceID,X1.lower,X1.upper,X2.lower,X2.upper,X3.lower,X3.upper,X4.lower,X4.upper,X5.lower,X5.upper,X6.lower,X6.upper,X7.lower,X7.upper,X8.lower,X8.upper,X9.lower,X9.upper,X10.lower,X10.upper,X11.lower,X11.upper,X12.lower,X12.upper,X13.lower,X13.upper,X14.lower,X14.upper,X15.lower,X15.upper,X16.lower,X16.upper,X17.lower,X17.upper,X18.lower,X18.upper,X19.lower,X19.upper,X20.lower,X20.upper
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,8.60112701315802,10.267593261616753,8.610898180741515,10.275193856477927,8.306134535218916,11.02758267311583,8.367473439707737,11.377379464451224,8.540858296072518,11.466336711736712,8.029971163790833,10.758405745877099,8.271940747969438,10.983855272343135,8.24542132582883,11.676246646826257,8.245462349974332,11.676272277654789,8.029971163790833,10.758405745877099,7.86583864820477,10.540723860659455,7.902583199524372,10.480459776141743,7.835363541998277,10.474143397172497,7.976210190470283,10.61583630023148,7.971767133542932,10.639161520058678,8.078898507449702,10.610188016310309,8.200324641440147,10.557727951028085,8.200324641440147,10.557727951028085,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,8.335625029334096,10.375481349947563,8.337830969980587,10.381139894930698,8.443944894168453,11.203396392798822,8.119106936125718,10.928860943266955,8.36902400853627,11.39874284862117,8.182911568042982,11.022084549435021,8.592391556499479,11.38819234406401,8.153843857134689,11.387828354303565,8.153880129690151,11.387847560084992,8.182911568042982,11.022084549435021,7.86583864820524,10.513382788143247,7.904527661009922,10.447043291004775,7.9368649192501834,10.548104811895769,7.898692143694461,10.520928750660019,7.90695144778542,10.464116153663781,8.078898507449702,10.610188016310309,8.200324641440147,10.557727951028085,8.200324641440147,10.557727951028085,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr3:93504854-194041961,8.77794301805261,10.195742943261735,8.789837665814503,10.205763706656171,8.227345540087299,10.927065898868022,8.254756608131629,11.173827366313162,8.469808059988637,11.439796435070019,8.057507625274411,10.805880374449771,8.3333261905982,11.061310054817113,8.203116081271219,11.54300832671106,8.203154959511266,11.543030986953454,8.057507625274411,10.805880374449771,7.865838648204823,10.527561728961018,7.903695323342333,10.461347337131429,7.8837447963546765,10.509396164654618,7.976210190470283,10.61583630023148,7.971767133542932,10.639161520058678,8.078898507449702,10.610188016310309,8.200324641440147,10.557727951028085,8.200324641440147,10.557727951028085,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr4:32840638-40296396,7.695455677170685,10.635615726610126,7.684749231083515,10.634493967789581,8.201739571592043,10.894398452101086,8.121087848534444,10.932438228951469,8.388545075380076,11.407042831690417,8.039387410485688,10.774639962568472,8.292924996877446,11.010332735866541,8.161165745359995,11.410888175796572,8.161202412364219,11.410907894551201,8.039387410485688,10.774639962568472,7.865838648205239,10.513404492209531,7.904786691313575,10.442591775433812,7.939235665261776,10.549832446524647,7.898692143694461,10.520928750660019,7.90695144778542,10.464116153663781,8.078898507449702,10.610188016310309,8.200324641440147,10.557727951028085,8.200324641440147,10.557727951028085,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr4:40297096-49000000,7.778775036395928,10.601758838915657,7.769577239892897,10.601588657943807,8.061284553809855,10.715208835075828,8.124621337799454,10.938819278338087,8.358577239745232,11.394226276491185,8.015365225233836,10.733224160570899,8.23940581063107,10.942803391498273,8.146341043546272,11.364198732519071,8.1463769092843,11.364217412779908,8.015365225233836,10.733224160570899,7.865838648205353,10.511912346720635,7.9048970919503745,10.440694509479727,7.942004555122367,10.551850228393732,7.898692143694461,10.520928750660019,7.90695144778542,10.464116153663781,8.078898507449702,10.610188016310309,8.200324641440147,10.557727951028085,8.200324641440147,10.557727951028085,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr1:30028082-91800000,8.579519553783484,10.276373578747439,8.591665658861984,10.282656048597232,8.421393588063438,11.174626284937403,8.552401495547201,11.711334821244236,8.687571869850991,11.516066702481558,8.103069695738668,10.884432262537302,8.435021381600563,11.18962665658637,8.361683264731255,12.042410090814883,8.361729751559324,12.042443907088455,8.103069695738668,10.884432262537302,7.865838648204763,10.549676628880889,7.900268773961045,10.520234993674876,7.806503930462668,10.4531161901333,8.08547010130178,10.745261720335282,8.027418261863735,10.859710334502324,8.078898507449702,10.610188016310309,8.200324641440147,10.557727951028085,8.200324641440147,10.557727951028085,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr2:110251337-149690582,8.299822618981125,10.390029810559213,8.303211222158097,10.394571281756953,8.354375033019096,11.089126364337062,8.290151389040147,11.237745833420377,8.586937255777151,11.482637734034077,8.218425921626476,11.083313414676013,8.686757616038449,11.507260864861564,8.276912975976302,11.775428338791244,8.276955542725773,11.775456183642746,8.218425921626476,11.083313414676013,7.865838648204908,10.521630475676886,7.902967844408295,10.47384942873532,7.906754380744587,10.526162878714217,7.898692143694461,10.520928750660019,7.90695144778542,10.464116153663781,8.078898507449702,10.610188016310309,8.200324641440147,10.557727951028085,8.200324641440147,10.557727951028085,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr3:93504854-194041961,8.749780461344471,10.207186991280764,8.763428018853574,10.2160111031817,8.306134535218916,11.02758267311583,8.429695534829989,11.489744381527998,8.644993223487688,11.502263852980517,8.13646416283791,10.942006395398494,8.509649197727867,11.283790183974816,8.321442121481141,11.915671485287021,8.321486789661321,11.915702464761125,8.13646416283791,10.942006395398494,7.8658386482047815,10.535104042530463,7.901789338414744,10.494102812725032,7.856932357545475,10.489859096695454,7.976210190470283,10.61583630023148,7.971767133542932,10.639161520058678,8.078898507449702,10.610188016310309,8.200324641440147,10.557727951028085,8.200324641440147,10.557727951028085,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr4:32840638-40296396,7.661043712231731,10.649599043886951,7.651674852735596,10.647323517748532,8.25144448924766,10.957810694655564,8.304561023413044,11.263767786119388,8.607170033102074,11.489588249254716,8.106937864004976,10.891101226243336,8.443661952982438,11.200529119444582,8.290429638603655,11.817998595972313,8.290472853117535,11.818027391831492,8.106937864004976,10.891101226243336,7.865838648204892,10.522431976732378,7.903119229807942,10.471247788032542,7.906272318899255,10.525811602107183,7.898692143694461,10.520928750660019,7.90695144778542,10.464116153663781,8.078898507449702,10.610188016310309,8.200324641440147,10.557727951028085,8.200324641440147,10.557727951028085,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr4:40297096-49000000,7.739986829543341,10.617520462630864,7.7318599454793,10.616219523933296,8.042232291390064,10.690902265479963,8.296406064391704,11.249040976258584,8.588241412303068,11.483089444927883,8.091207786871564,10.86398158801967,8.408531089760345,11.156201843647978,8.274786475806195,11.768731004505753,8.274828939862346,11.768758699779937,8.091207786871564,10.86398158801967,7.865838648204957,10.519597603510988,7.903379144227188,10.466781024775628,7.913435193932401,10.53103118748038,7.898692143694461,10.520928750660019,7.90695144778542,10.464116153663781,8.078898507449702,10.610188016310309,8.200324641440147,10.557727951028085,8.200324641440147,10.557727951028085,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF974KVN/problems/chr1:30028082-91800000,8.13672707169917,10.456304279029496,8.135359317940129,10.459690809970311,7.876176981573735,10.479050706850103,8.068383297335913,10.837260206711107,8.076603830719463,11.245842225916519,7.855066841183543,10.45685894359849,7.883723982444735,10.494010729557885,8.032373696759805,11.005267583928799,8.032403056566181,11.005278297969198,7.855066841183543,10.45685894359849,7.865838648204762,10.554087091254416,7.904249381552177,10.451825620228647,7.78432948472323,10.436960430718045,7.898692143694461,10.520928750660019,7.971767133542932,10.639161520058678,7.614455804504891,10.6103858438843,7.661402156626991,10.47965057318254,7.661402156626991,10.47965057318254,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF974KVN/problems/chr2:110251337-149690582,7.843026775351063,10.575650065835589,7.834165013765414,10.576534150286193,8.25144448924766,10.957810694655564,7.828719277602886,10.404454901803547,7.885650858994495,11.093860135600833,7.973223203224734,10.660568546871218,8.14563961891372,10.824491149833193,7.956695872551336,10.766927890303123,7.956720573833991,10.766933331480686,7.973223203224734,10.660568546871218,7.865838648204904,10.52178855464166,7.9056661012980385,10.427478917626559,7.891539334954587,10.515075855203918,7.7894409531904785,10.382670799705675,7.90695144778542,10.464116153663781,7.614455804504891,10.6103858438843,7.661402156626991,10.47965057318254,7.661402156626991,10.47965057318254,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF974KVN/problems/chr3:93504854-194041961,8.292125572723307,10.393157536815693,8.292615157024102,10.398682200570079,7.904432154832648,10.515098459653018,7.9497255890055385,10.622978446922389,7.981898866566448,11.178590683127606,7.855066841183543,10.45685894359849,7.883723982444735,10.494010729557885,7.994176203441839,10.884968258986191,7.994203245668359,10.884976309922422,7.855066841183543,10.45685894359849,7.865838648204772,10.539530634900302,7.905240095085844,10.434799915702115,7.833890882647893,10.473070390884686,7.7894409531904785,10.382670799705675,7.90695144778542,10.464116153663781,7.614455804504891,10.6103858438843,7.661402156626991,10.47965057318254,7.661402156626991,10.47965057318254,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF974KVN/problems/chr4:32840638-40296396,7.198645311140808,10.837494161552968,7.176962623888812,10.831451625519435,7.813047018726138,10.398509777951404,7.858145905872334,10.457596068792554,7.957760587414528,11.159199512897342,7.839162781157029,10.429439231616925,7.848598948128256,10.449690518676107,7.984577266634915,10.854737384484906,7.984603715641242,10.85474476672789,7.839162781157029,10.429439231616925,7.865838648204824,10.527482657897906,7.905753538692977,10.425976292608993,7.880085093325306,10.506729450887974,7.7894409531904785,10.382670799705675,7.90695144778542,10.464116153663781,7.614455804504891,10.6103858438843,7.661402156626991,10.47965057318254,7.661402156626991,10.47965057318254,0,0,1,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF974KVN/problems/chr4:40297096-49000000,7.279428537074182,10.804668071323363,7.258839690777222,10.79969541377227,7.845827146628835,10.440330549039572,7.8093688903654765,10.36951027219493,7.863269906860185,11.070759364855796,7.796004476788767,10.355031258937743,7.753461713194156,10.329647774096884,7.944872129296982,10.729690318030407,7.944896078348393,10.729694936608212,7.796004476788767,10.355031258937743,7.865838648204875,10.523390981429031,7.906169493204288,10.41882806607191,7.893879024890339,10.516780743176923,7.7894409531904785,10.382670799705675,7.90695144778542,10.464116153663781,7.614455804504891,10.6103858438843,7.661402156626991,10.47965057318254,7.661402156626991,10.47965057318254,0,0,1,1
H3K4me3_TDH_ENCODE/samples/colon/ENCFF332UYK/problems/chr1:30028082-91800000,8.84531416479922,10.168366196839202,8.856401826395086,10.179935342093472,7.738381070630567,10.303250999149896,8.006084245575948,10.724755560841004,7.587159775535494,9.878594290716027,7.786711014214234,10.339008664330322,7.733012036582295,10.303844659624701,7.6691311584759205,9.861283623371492,7.669135695114164,9.86126915182831,7.786711014214234,10.339008664330322,7.865838648205231,10.513523419953287,7.9054546041316485,10.431113533463758,7.837257701612998,10.475523519651233,8.036339627267807,10.687682250401352,7.971767133542932,10.639161520058678,8.078898612426809,9.371809609635426,8.515612304523074,10.603406234782142,8.515612304523074,10.603406234782142,0,0,1,1
H3K4me3_TDH_ENCODE/samples/colon/ENCFF332UYK/problems/chr2:110251337-149690582,8.638639244110436,10.252349941252078,8.645760143958796,10.261667362836533,8.47897313190424,11.248084043631025,7.985389761082388,10.687383764987317,7.587115821233906,9.872306445427675,8.258372069672077,11.152182914318473,8.724054210751547,11.554320654904586,7.668976658552765,9.860797052833732,7.66898118330937,9.860782570645824,8.258372069672077,11.152182914318473,7.8658387948417445,10.42505746415776,7.905383284950858,10.432339167557984,8.140497503315146,10.696520308557524,8.036339627267807,10.687682250401352,7.971767133542932,10.639161520058678,8.078898612426809,9.371809609635426,8.515612304523074,10.603406234782142,8.515612304523074,10.603406234782142,0,0,1,1
H3K4me3_TDH_ENCODE/samples/colon/ENCFF332UYK/problems/chr3:93504854-194041961,9.050416756915183,10.085021129387542,9.06558274813915,10.098765474307925,7.813047018726138,10.398509777951404,8.00884264943852,10.729736911482178,7.586495651112389,9.740642190817844,7.786711014214234,10.339008664330322,7.733012036582295,10.303844659624701,7.646340226295706,9.789507619812866,7.646342998000364,9.78949157844363,7.786711014214234,10.339008664330322,7.865838648205231,10.513513148946288,7.9054048755773465,10.431968128332755,7.814532685850281,10.458965876730872,8.036339627267807,10.687682250401352,7.971767133542932,10.639161520058678,8.078898612426809,9.371809609635426,8.515612304523074,10.603406234782142,8.515612304523074,10.603406234782142,0,0,1,1
